. Geological Survey, National Water Information System
# Surface water measurements
#
# Retrieved: 2017-12-19 09:30:50 EST     (sdww01)
#
# Further descriptions of the columns and codes used can be found at:
# https://help.waterdata.usgs.gov/output-formats#streamflow_measurement_data
#
# Data for the following 1 site(s) are contained in this file
#  USGS 03319885 GREEN RIVER AT LIVERMORE, KY
# -----------------------------------------------------------------------------------
#
#
agency_cd	site_no	measurement_nu	measurement_dt	tz_cd	q_meas_used_fg	party_nm	site_visit_coll_agency_cd	gage_height_va	discharge_va	measured_rating_diff	gage_va_change	gage_va_time	control_type_cd	discharge_cd
USGS	03319885	222	1938-03-22 08:25:00	CST	Yes	Bur/WM	USGS	17.39	27000	Fair	-0.16	1.10		MEAS
USGS	03319885	223	1938-03-23 08:35:00	CST	Yes	Bur/Wm	USGS	15.25	21900	Good	-0.19	2.20		MEAS
USGS	03319885	224	1938-03-24 08:45:00	CST	Yes	Bur/Wm	USGS	13.54	18700	Poor	0.01	1.90		MEAS
USGS	03319885	225	1938-10-03 14:10:00	CST	Yes	RWP	USGS	5.67	1200	Good	0.00	2.10	Clear	MEAS
USGS	03319885	226	1938-10-21 15:40:00	CST	Yes	Tir/Sch	USGS	3.50	709	Poor	0.00	1.50		MEAS
USGS	03319885	227	1938-11-10 14:10:00	CST	Yes	REF/WHB	USGS	3.95	2050	Good	0.02	1.90		MEAS
USGS	03319885	228	1938-12-01 13:45:00	CST	Yes	Tir/Bur	USGS	3.95	1870	Good	0.00	1.00		MEAS
USGS	03319885	229	1939-01-25 14:20:00	CST	Yes	EES/RWP	USGS	5.84	8630	Good	-0.02	2.70		MEAS
USGS	03319885	230	1939-02-05 10:05:00	CST	Yes	EES/Rnk	USGS	23.60	50000	Good	0.09	2.40		MEAS
USGS	03319885	231	1939-02-06 09:55:00	CST	Yes	EES/Wol	USGS	24.73	53300	Fair	0.12	2.60		MEAS
USGS	03319885	232	1939-02-07 09:00:00	CST	Yes	EES	USGS	25.85	56700	Fair	0.19	4.00		MEAS
USGS	03319885	233	1939-02-08 08:15:00	CST	Yes	EES/Wos	USGS	26.76	63200	Poor	0.15	3.20	Submerged	MEAS
USGS	03319885	234	1939-02-09 09:25:00	CST	Yes	EES/Wol	USGS	27.54	69600	Poor	0.20	6.10	Submerged	MEAS
USGS	03319885	235	1939-02-10 08:30:00	CST	Yes	EES/Wol	USGS	28.12	69900	Poor	0.14	6.10	Submerged	MEAS
USGS	03319885	236	1939-02-11 08:10:00	CST	Yes	EES/Wol	USGS	28.34	72500	Fair	0.01	7.10	Submerged	MEAS
USGS	03319885	237	1939-06-02 13:50:00	CDT	Yes	Bur/Ful	USGS	4.11	2470	Fair	0.00	1.30		MEAS
USGS	03319885	238	1939-07-01 10:20:00	CDT	Yes	RWP/DB	USGS	4.70	4030	Fair	0.00	1.70		MEAS
USGS	03319885	239	1939-07-22 15:00:00	CDT	Yes	Bur/Hin	USGS	6.70	1680	Good	0.00	1.50		MEAS
USGS	03319885	240	1939-08-01 09:30:00	CDT	Yes	REF/EB	USGS	5.54	7710	Good	-0.02	1.50	DebrisLight	MEAS
USGS	03319885	241	1939-09-09 09:50:00	CDT	Yes	RWP/EB	USGS	3.86	568	Fair	0.00	1.40		MEAS
USGS	03319885	242	1939-09-25 14:45:00	CST	Yes	EB/Wm	USGS	3.13	331	Fair	0.00	1.20		MEAS
USGS	03319885	243	1939-11-06 14:45:00	CST	Yes	Nea/EB	USGS	3.34	407	Good	0.00	1.40		MEAS
USGS	03319885	244	1939-12-07 09:10:00	CST	Yes	Ful/EB	USGS	3.39	612	Fair	0.00	1.20		MEAS
USGS	03319885	245	1940-01-07 12:30:00	CST	Yes	RBV	USGS	3.50	747	Good	-0.03	2.00	DebrisLight	MEAS
USGS	03319885	246	1940-01-09 11:30:00	CST	Yes	RBV	USGS	3.45	694	Good	0.00	2.00	Clear	MEAS
USGS	03319885	247	1940-01-22 14:45:00	CST	Yes	Hin/EB	USGS	3.74	1260	Fair	0.00	1.80	IceCover	MEAS
USGS	03319885	248	1940-01-25 15:15:00	CST	Yes	EB	USGS	3.60	1000	Poor	0.00	1.50	IceCover	MEAS
USGS	03319885	249	1940-02-09 13:50:00	CST	Yes	Net/Hin	USGS	4.72	4490	Good	0.02	1.10		OTHR
USGS	03319885	250	1940-02-22 14:35:00	CST	Yes	MIR/RWP	USGS	17.91	30800	Good	0.04	1.80	Submerged	MEAS
USGS	03319885	251	1940-03-15 10:15:00	CST	Yes	Bur/Tir	USGS	13.14	28400	Good	0.01	2.50		MEAS
USGS	03319885	252	1940-04-05 13:00:00	CST	Yes	JSB	USGS	15.25	36100	Good	-0.02	2.30	Submerged	MEAS
USGS	03319885	253	1940-04-21 10:40:00	CST	Yes	JSB/Mor	USGS	20.16	40300	Fair	0.17	2.80	Submerged	MEAS
USGS	03319885	254	1940-04-23 12:45:00	CST	Yes	JSB/Hin	USGS	22.61	43700	Fair	0.15	3.00	Submerged	MEAS
USGS	03319885	255	1940-04-24 10:30:00	CST	Yes	JSB/Mel	USGS	23.62	46800	Fair	0.11	2.70	Submerged	MEAS
USGS	03319885	256	1940-04-25 11:25:00	CST	Yes	JSB/Mel	USGS	24.39	46700	Fair	0.05	2.70	Submerged	MEAS
USGS	03319885	257	1940-06-23 15:15:00	CDT	Yes	McC/Flw	USGS	4.14	2480	Poor	-0.02	1.90		MEAS
USGS	03319885	258	1940-08-07 12:50:00	CDT	Yes	Red/Hin	USGS	3.64	1350	Good	0.04	2.30	DebrisHeavy	OTHR
USGS	03319885	259	1940-08-07 16:35:00	CDT	Yes	Red/Net	USGS	3.67	1400	Excellent	0.03	1.70	DebrisHeavy	OTHR
USGS	03319885	260	1940-09-24 12:05:00	CDT	Yes	Flw/Moe	USGS	3.19	218	Fair	0.00	1.70	DebrisLight	MEAS
USGS	03319885	261	1940-10-04 10:05:00	CST	Yes	Flw/Not	USGS	3.33	488	Good	0.00	2.50		MEAS
USGS	03319885	262	1940-10-04 13:45:00	CST	Yes	Jur/Noe	USGS	3.33	479	Good	-0.01	2.10		MEAS
USGS	03319885	263	1940-10-30 10:30:00	CST	Yes	Flw/McC	USGS	3.26	343	Good	0.00	2.10		MEAS
USGS	03319885	264	1940-12-10 11:15:00	CST	Yes	Nea/Flw	USGS	3.78	1100	Good	0.00	2.00		MEAS
USGS	03319885	265	1941-01-04 11:30:00	CST	Yes	McC/Flw	USGS	5.28	6350	Fair	-0.02	2.90		MEAS
USGS	03319885	266	1941-02-06 12:00:00	CST	Yes	JSB/Jun	USGS	4.60	3900	Poor	-0.05	1.80		MEAS
USGS	03319885	267	1941-03-04 13:30:00	CST	Yes	JSB	USGS	3.89	1650	Poor	0.02	1.50		MEAS
USGS	03319885	268	1941-05-06 11:20:00	CDT	Yes	McC/Flw	USGS	4.08	2360	Fair	-0.03	2.10		MEAS
USGS	03319885	269	1941-06-05 12:30:00	CDT	Yes	McC/Flw	USGS	4.60	4180	Good	0.03	1.80		MEAS
USGS	03319885	270	1941-07-07 10:05:00	CDT	Yes	Flw/Flo	USGS	8.05	18800	Good	-0.15	3.80	DebrisLight	MEAS
USGS	03319885	271	1941-07-08 17:40:00	CDT	Yes	Flo/Flw	USGS	6.31	10800	Good	-0.02	2.70		MEAS
USGS	03319885	272	1941-07-20 17:30:00	CDT	Yes	Rnk/Flw	USGS	8.06	18700	Good	0.01	2.30	DebrisHeavy	MEAS
USGS	03319885	273	1941-07-24 09:15:00	CDT	Yes	CPJ/RWP	USGS	5.83	8820	Good	-0.19	2.90		MEAS
USGS	03319885	274	1941-08-30 11:10:00	CDT	Yes	CPJ/Flw	USGS	4.29	2400	Unspecified	-0.01	1.70		MEAS
USGS	03319885	275	1941-09-26 11:25:00	CDT	Yes	CPJ/Flw	USGS	3.26	395	Good	0.00	2.40		MEAS
USGS	03319885	276	1941-11-06 14:00:00	CST	Yes	Ret/Iea	USGS	3.67	931	Poor	-0.01	1.70		MEAS
USGS	03319885	277	1941-12-02 13:25:00	CST	Yes	CPJ/Flw	USGS	3.74	1050	Good	-0.02	1.50		MEAS
USGS	03319885	278	1942-01-05 14:40:00	CST	Yes	JSB/CP	USGS	9.47	23600	Poor	-0.09	1.50	IceShore	STOR
USGS	03319885	279	1942-02-12 11:20:00	CDT	Yes	Isa/Fle	USGS	6.48	11100	Good	-0.05	1.70		MEAS
USGS	03319885	280	1942-02-26 16:30:00	CDT	Yes	JSB/Isa	USGS	6.12	10100	Unspecified	0.00	2.50		MEAS
USGS	03319885	281	1942-03-16 11:55:00	CDT	Yes	Rnk/Dav	USGS	14.90	32600	Fair	0.27	1.80	Submerged	MEAS
USGS	03319885	282	1942-03-17 09:30:00	CDT	Yes	Rnk/Dav	USGS	16.83	33700	Unspecified	0.11	1.80	Submerged	MEAS
USGS	03319885	283	1942-03-19 10:00:00	CDT	Yes	JSB/Rnk	USGS	17.28	29300	Good	-0.04	2.30	Submerged	MEAS
USGS	03319885	284	1942-03-23 16:15:00	CDT	Yes	JSB/Rnk	USGS	13.15	16700	Good	-0.08	2.10		MEAS
USGS	03319885	285	1942-03-26 13:15:00	CDT	Yes	Rnk/JSB	USGS	9.52	10900	Fair	-0.09	1.80		MEAS
USGS	03319885	286	1942-04-12 15:15:00	CDT	Yes	JSB/FlE	USGS	20.44	43500	Good	0.08	2.00	Submerged	MEAS
USGS	03319885	287	1942-04-13 15:10:00	CDT	Yes	Fle/JSB	USGS	21.36	45100	Fair	0.08	2.00	Submerged	MEAS
USGS	03319885	288	1942-04-15 16:30:00	CDT	Yes	Flw/Fle	USGS	22.82	45000	Good	0.04	1.90	Submerged	MEAS
USGS	03319885	289	1942-04-16 12:20:00	CDT	Yes	Fle/Stn	USGS	22.83	43800	Good	-0.03	2.80	Submerged	MEAS
USGS	03319885	290	1942-04-18 11:00:00	CDT	Yes	Flw	USGS	20.35	31800	Good	-0.28	3.10	Submerged	MEAS
USGS	03319885	291	1942-05-15 13:50:00	CDT	Yes	JSB/Pag	USGS	9.61	4940	Poor	0.01	1.10		MEAS
USGS	03319885	292	1942-07-24 13:40:00	CDT	Yes	Flw/Tyl	USGS	3.59	1040	Good	-0.02	2.00		MEAS
USGS	03319885	293	1942-09-03 12:20:00	CDT	Yes	Flw/Tyl	USGS	8.56	1160	Good	0.00	1.90		MEAS
USGS	03319885	294	1942-10-16 13:10:00	CDT	Yes	Flw/Tyl	USGS	8.30	486	Good	-0.01	1.90	DebrisHeavy	MEAS
USGS	03319885	295	1942-11-05 13:00:00	CDT	Yes	Tyl/Fle	USGS	4.89	4700	Good	-0.04	1.30		MEAS
USGS	03319885	296	1942-11-26 11:05:00	CDT	Yes	McC/Wil	USGS	9.54	24700	Poor	0.02	3.00		MEAS
USGS	03319885	297	1943-01-03 15:00:00	CDT	Yes	Wil/How	USGS	21.02	42000	Fair	-0.09	2.30	Submerged	MEAS
USGS	03319885	298	1943-01-05 15:35:00	CDT	Yes	Fle/Hrn	USGS	22.75	45100	Good	0.10	2.80	Submerged	MEAS
USGS	03319885	299	1943-01-08 13:00:00	CDT	Yes	Hrn/McC	USGS	23.94	40500	Fair	-0.02	2.10	Submerged	MEAS
USGS	03319885	300	1943-03-20 10:20:00	CDT	Yes	Tyl/Hrn	USGS	24.70	49300	Fair	0.12	3.40	Submerged	MEAS
USGS	03319885	301	1943-03-22 10:10:00	CDT	Yes	Tyl/Hrn	USGS	26.12	54700	Good	0.08	2.90	Submerged	BYPS
USGS	03319885	302	1943-03-24 10:45:00	CDT	Yes	Tyl/Flw	USGS	27.30	63400	Good	0.05	2.80	Submerged	BYPS
USGS	03319885	303	1943-03-26 10:00:00	CDT	Yes	Tyl/Hrn	USGS	28.00	67800	Poor	0.04	3.00	Submerged	BYPS
USGS	03319885	304	1943-03-28 10:30:00	CDT	Yes	Tab/Hrn	USGS	28.00	65200	Good	-0.30	3.00	Submerged	BYPS
USGS	03319885	305	1943-03-29 10:15:00	CDT	Yes	Isa/Hrn	USGS	27.62	58300	Good	-0.09	2.90	Submerged	BYPS
USGS	03319885	306	1943-03-30 12:30:00	CDT	Yes	HIW/Tab	USGS	27.11	51200	Good	-0.03	1.80	Submerged	BYPS
USGS	03319885	307	1943-03-31 10:45:00	CDT	Yes	HIW/TIN	USGS	26.54	43700	Good	-0.06	2.30	Submerged	BYPS
USGS	03319885	308	1943-04-02 12:00:00	CDT	Yes	Isa/Hin	USGS	24.77	31700	Good	-0.15	3.30	Submerged	BYPS
USGS	03319885	309	1943-04-06 11:00:00	CDT	Yes	HIW/Hrm	USGS	15.86	17300	Good	-0.41	2.10		MEAS
USGS	03319885	310	1943-08-18 11:30:00	CDT	Yes	Flw/Tyl	USGS	8.40	1070	Good	0.00	1.80		MEAS
USGS	03319885	311	1943-09-27 13:00:00	CDT	Yes	WHJ/PAG	USGS	8.19	657	Good	0.00	2.50	DebrisHeavy	MEAS
USGS	03319885	312	1943-10-12 14:00:00	CDT	Yes	JSB/Hin	USGS	8.07	373	Fair	0.00	1.50		MEAS
USGS	03319885	313	1944-01-10 12:00:00	CDT	Yes	HIW/Kel	USGS	9.55	4610	Good	-0.03	2.00		MEAS
USGS	03319885	314	1944-02-04 12:45:00	CDT	Yes	Hin/Kel	USGS	8.67	1380	Good	0.00	1.80		MEAS
USGS	03319885	315	1944-03-10 10:45:00	CDT	Yes	Rnk/Mor	USGS	16.05	32400	Fair	-0.06	3.00	Submerged	MEAS
USGS	03319885	316	1944-03-22 10:30:00	CDT	Yes	Kel/Hin	USGS	15.77	36100	Good	0.22	2.90	Submerged	MEAS
USGS	03319885	317	1944-03-24 13:00:00	CDT	Yes	Hin/Kel	USGS	18.43	38000	Good	0.11	2.40	Submerged	MEAS
USGS	03319885	318	1944-06-16 14:15:00	CDT	Yes	JSB/Mor	USGS	8.58	1190	Good	0.02	2.10		MEAS
USGS	03319885	319	1944-07-27 10:00:00	CDT	Yes	Mor/Nef	USGS	8.03	439	Good	-0.02	3.00		MEAS
USGS	03319885	320	1944-08-05 11:30:00	CDT	Yes	Mor/Nef	USGS	8.25	524	Good	0.00	2.00		MEAS
USGS	03319885	321	1944-09-20 09:15:00	CDT	Yes	Nef/Rag	USGS	8.74	1560	Fair	-0.01	2.30	DebrisHeavy	MEAS
USGS	03319885	322	1944-11-07 12:00:00	CDT	Yes	Mor/Nef	USGS	8.54	913	Good	0.02	2.80		MEAS
USGS	03319885	323	1944-12-07 15:15:00	CDT	Yes	Wil/Nef	USGS	8.91	2000	Fair	-0.01	1.10		MEAS
USGS	03319885	324	1945-01-05 11:45:00	CDT	Yes	JSB/Dav	USGS	20.04	44000	Good	0.06	2.00	Submerged	MEAS
USGS	03319885	325	1945-01-10 12:45:00	CDT	Yes	JSB/Mor	USGS	24.07	53100	Good	0.07	2.00	Submerged	BYPS
USGS	03319885	326	1945-01-13 11:00:00	CDT	Yes	JSB/Mor	USGS	24.12	48300	Good	-0.09	2.00	Submerged	MEAS
USGS	03319885	327	1945-01-16 11:45:00	CDT	Yes	EIW/Rag	USGS	22.41	43700	Good	-0.08	3.00	Submerged	MEAS
USGS	03319885	328	1945-01-22 10:15:00	CDT	Yes	Rag/Mor	USGS	16.32	34600	Good	-0.24	2.90	Submerged	MEAS
USGS	03319885	329	1945-03-10 12:00:00	CDT	Yes	Rag/Tol	USGS	28.76	71300	Good	0.01	4.10	Submerged	BYPS
USGS	03319885	330	1945-03-21 10:45:00	CDT	Yes	Her/Rag	USGS	27.05	43200	Good	-0.01	5.50	Submerged	MEAS
USGS	03319885	331	1945-03-26 10:45:00	CDT	Yes	Her/Rag	USGS	24.84	29800	Good	-0.07	2.10	Submerged	MEAS
USGS	03319885	332	1945-03-27 11:30:00	CDT	Yes	BIW/DDH	USGS	23.80	26300	Good	-0.10	3.10	Submerged	MEAS
USGS	03319885	333	1945-04-02 10:30:00	CDT	Yes	HIW/Lam	USGS	16.86	12200	Good	0.00	2.30	Submerged	MEAS
USGS	03319885	334	1945-06-12 10:50:00	CDT	Yes	Nef/Dav	USGS	11.07	26300	Excellent	-0.03	2.40		MEAS
USGS	03319885	335	1945-06-13 18:00:00	CDT	Yes	Nef/Rag	USGS	8.67	20500	Good	-0.18	2.10		MEAS
USGS	03319885	336	1945-08-03 14:15:00	CDT	Yes	Nef/Rag	USGS	8.54	1190	Good	-0.01	1.70		MEAS
USGS	03319885	337	1945-09-01 08:50:00	CDT	Yes	Rag/Nef	USGS	3.13	460	Unspecified	0.00	1.80		MEAS
USGS	03319885	338	1945-09-06 14:00:00	CDT	Yes	Rag/Dav	USGS	3.22	584	Good	0.00	2.40		MEAS
USGS	03319885	339	1945-09-14 08:45:00	CDT	Yes	Rag/Nef	USGS	3.46	903	Good	0.01	1.30		MEAS
USGS	03319885	340	1945-11-05 12:45:00	CST	Yes	Rag/Nef	USGS	4.38	3500	Good	0.04	1.40		MEAS
USGS	03319885	341	1945-12-03 11:10:00	CST	Yes	Rag/Nef	USGS	4.33	3240	Fair	-0.01	1.50		MEAS
USGS	03319885	342	1946-01-09 11:30:00	CST	Yes	Nef/Hrn	USGS	13.71	34000	Good	0.45	2.70	Submerged	MEAS
USGS	03319885	343	1946-01-16 13:25:00	CST	Yes	Rag/Sim	USGS	22.37	40200	Good	0.00	2.60	Submerged	MEAS
USGS	03319885	344	1946-02-07 11:05:00	CST	Yes	Rag/Sim	USGS	18.24	38900	Fair	0.15	2.80	Submerged	STOR
USGS	03319885	345	1946-02-12 12:00:00	CST	Yes	Rag/Sim	USGS	20.95	44300	Good	0.02	2.50	Submerged	MEAS
USGS	03319885	346	1946-02-14 10:45:00	CST	Yes	Rag/Sim	USGS	23.89	43200	Fair	0.09	2.90	Submerged	STOR
USGS	03319885	347	1946-03-21 12:20:00	CST	Yes	Mef/Rag	USGS	6.96	13500	Good	0.00	2.40		MEAS
USGS	03319885	348	1946-04-12 12:30:00	CST	Yes	Rag/Hrn	USGS	4.98	5660	Good	0.00	1.10		MEAS
USGS	03319885	349	1946-04-24 09:40:00	CST	Yes	Rag/Hrd	USGS	4.15	2620	Fair	0.01	1.10		MEAS
USGS	03319885	350	1946-05-25 12:00:00	CDT	Yes	Nef/Hrd	USGS	7.23	14700	Good	0.00	2.00		MEAS
USGS	03319885	351	1946-05-29 15:50:00	CDT	Yes	Hrd/Rag	USGS	6.55	11500	Good	-0.06	1.30		MEAS
USGS	03319885	352	1946-06-10 13:10:00	CDT	Yes	Nef/Rag	USGS	4.53	3840	Good	-0.02	2.10		MEAS
USGS	03319885	353	1946-07-15 14:45:00	CDT	Yes	Rag/Nef	USGS	3.81	1950	Good	-0.02	1.80		MEAS
USGS	03319885	354	1946-07-31 13:10:00	CDT	Yes	Rnk/Nef	USGS	3.67	1440	Good	0.00	1.70		MEAS
USGS	03319885	355	1946-09-06 09:45:00	CDT	Yes	Hin/Hrd	USGS	2.99	470	Good	-0.02	1.60		MEAS
USGS	03319885	356	1946-09-16 12:15:00	CDT	Yes	ASC/Nef	USGS	8.53	1070	Poor	0.00	1.70		MEAS
USGS	03319885	357	1947-01-07 13:50:00	CST	Yes	RLB/ASC	USGS	22.38	40900	Good	0.05	2.30	Submerged	MEAS
USGS	03319885	358	1947-02-18 08:45:00	CST	Yes	RLB	USGS	9.40	4030	Good	-0.01	1.30	Clear	MEAS
USGS	03319885	359	1947-03-25 09:00:00	CST	Yes	RLB	USGS	4.48	3770	Good	0.00	1.50	Clear	MEAS
USGS	03319885	360	1947-05-05 15:00:00	CDT	Yes	RLB	USGS	7.03	13800	Good	-0.04	1.10	Clear	MEAS
USGS	03319885	361	1947-06-10 13:10:00	CDT	Yes	RLB	USGS	4.74	5140	Good	0.01	1.30		MEAS
USGS	03319885	362	1947-07-17 12:00:00	CDT	Yes	RLB	USGS	5.71	8690	Good	0.08	1.10	Clear	MEAS
USGS	03319885	363	1947-08-18 10:15:00	CDT	Yes	RLB	USGS	3.80	2130	Good	0.00	1.30	Clear	MEAS
USGS	03319885	364	1947-09-25 12:15:00	CDT	Yes	RLB/ASC	USGS	3.09	702	Fair	0.00	1.30	DebrisModerate	MEAS
USGS	03319885	365	1947-10-07 15:15:00	CST	Yes	Hin/Wst	USGS	7.68	411	Fair	0.00	1.40		MEAS
USGS	03319885	366	1947-10-09 11:15:00	CST	Yes	Hin/Wst	USGS	7.77	390	Fair	0.00	1.50		MEAS
USGS	03319885	367	1947-10-29 09:00:00	CST	Yes	RLB	USGS	4.05	2680	Good	0.01	1.30	Clear	MEAS
USGS	03319885	368	1947-12-03 09:45:00	CST	Yes	RLB	USGS	3.41	663	Fair	0.00	1.30	Clear	MEAS
USGS	03319885	369	1948-01-07 10:00:00	CST	Yes	RLB	USGS	5.80	9060	Good	-0.05	1.70	DebrisLight	MEAS
USGS	03319885	370	1948-02-11 09:40:00	CST	Yes	RLB	USGS	8.21	18900	Good	-0.03	1.30	Clear	MEAS
USGS	03319885	371	1948-02-18 09:20:00	CST	Yes	ASC	USGS	21.98	43000	Good	0.18	3.50	Submerged	MEAS
USGS	03319885	372	1948-02-19 07:35:00	CST	Yes	ASC/RWP	USGS	28.04	46800	Good	0.15	2.80	Submerged	MEAS
USGS	03319885	373	1948-03-17 10:00:00	CST	Yes	RLB	USGS	12.35	34300	Good	0.21	1.50	Submerged	MEAS
USGS	03319885	374	1948-04-17 11:05:00	CST	Yes	Lyk/Clm	USGS	22.63	42300	Good	0.15	3.20	Submerged	MEAS
USGS	03319885	375	1948-04-19 09:10:00	CST	Yes	Lyk/Rag	USGS	23.99	45500	Good	0.10	3.10	Submerged	MEAS
USGS	03319885	376	1948-04-21 09:50:00	CST	Yes	Pmb/Byr	USGS	25.01	46600	Fair	0.04	2.80	Submerged	BYPS
USGS	03319885	377	1948-05-26 11:00:00	CDT	Yes	RLB	USGS	3.74	1990	Good	0.00	1.80	Clear	MEAS
USGS	03319885	378	1948-06-29 17:30:00	CDT	Yes	ASC	USGS		1210	Fair	0.01	1.30	Clear	MEAS
USGS	03319885	379	1948-08-11 09:15:00	CDT	Yes	RLB	USGS	3.64	1450	Good	0.01	1.20	Clear	MEAS
USGS	03319885	380	1948-09-09 11:35:00	CDT	Yes	RLB	USGS	4.19	2510	Good	-0.01	1.60	Clear	MEAS
USGS	03319885	381	1948-10-14 11:05:00	CST	Yes	RLB/ASC	USGS		292	Fair	0.00	1.10	Clear	MEAS
USGS	03319885	382	1948-11-17 07:40:00	CST	Yes	RLB	USGS	4.70	5000	Good	-0.01	1.40	Clear	MEAS
USGS	03319885	383	1948-12-29 09:10:00	CST	Yes	RLB	USGS	17.28	27000	Good	-0.25	2.70	Submerged	MEAS
USGS	03319885	384	1949-01-11 09:45:00	CST	Yes	RLB	USGS	21.01	39500	Good	0.02	1.50	DebrisHeavy	MEAS
USGS	03319885	385	1949-01-31 13:35:00	CST	Yes	RLB	USGS	25.69	49100	Good	0.03	2.60	Submerged	MEAS
USGS	03319885	386	1949-02-23 09:00:00	CST	Yes	RLB/Hin	USGS	28.29	65800	Fair	0.02	2.20	Submerged	MEAS
USGS	03319885	387	1949-02-23 12:45:00	CST	Yes	RLB/MH	USGS	28.32	70100	Good	0.03	1.50	Submerged	MEAS
USGS	03319885	388	1949-02-24 08:35:00	CST	Yes	RLB/MSH	USGS	28.46	73300	Good	0.00	2.50	Submerged	MEAS
USGS	03319885	389	1949-04-03 07:50:00	CST	Yes	MSH	USGS	11.54	16700	Good	0.06	1.10	Submerged	MEAS
USGS	03319885	390	1949-05-18 08:55:00	CDT	Yes	RLB	USGS	4.12	2910	Good	0.00	1.20	Clear	MEAS
USGS	03319885	391	1949-06-22 12:50:00	CDT	Yes	MSH	USGS	20.35	40300	Good	0.02	2.00	Submerged	MEAS
USGS	03319885	392	1949-07-29 09:10:00	CDT	Yes	RLB	USGS	4.08	2530	Good	0.00	1.10	Clear	MEAS
USGS	03319885	393	1949-08-31 15:20:00	CDT	Yes	MSH	USGS	5.20	6400	Good	-0.04	1.40	Clear	MEAS
USGS	03319885	394	1949-10-06 09:00:00	CST	Yes	RLB	USGS	4.37	4280	Good	0.04	1.20	DebrisModerate	MEAS
USGS	03319885	395	1949-11-09 09:10:00	CST	Yes	RLB	USGS	3.68	1350	Good	0.00	1.20	Clear	MEAS
USGS	03319885	396	1949-12-07 09:00:00	CST	Yes	RLB	USGS	3.78	1820	Good	0.00	1.20	Clear	MEAS
USGS	03319885	397	1950-01-11 10:15:00	CST	Yes	GWA/JHH	USGS	27.88	52000	Good	0.07	3.40	Submerged	STOR
USGS	03319885	398	1950-01-13 07:40:00	CST	Yes	GWA	USGS	29.37	62600	Good	0.11	5.00	Submerged	STOR
USGS	03319885	399	1950-01-14 08:10:00	CST	Yes	GWA	USGS	29.83	72800	Good	0.06	4.60	Submerged	OTHR
USGS	03319885	400	1950-01-15 08:05:00	CST	Yes	GWA/ASC	USGS	30.21	81500	Good	0.06	3.90	Submerged	MEAS
USGS	03319885	401	1950-01-20 08:45:00	CST	Yes	GWA/JHH	USGS	31.08	107000	Good	0.06	6.80	Submerged	STOR
USGS	03319885	402	1950-02-10 09:45:00	CST	Yes	RLB/MSH	USGS	29.90	67800	Good	-0.04	5.00	Submerged	MEAS
USGS	03319885	403	1950-03-22 09:05:00	CST	Yes	RLB	USGS	7.68	17000	Good	-0.04	1.50	Clear	MEAS
USGS	03319885	404	1950-04-26 07:10:00	CST	Yes	MSH	USGS	4.70	4910	Good	0.02	1.20	Clear	MEAS
USGS	03319885	405	1950-06-07 10:10:00	CDT	Yes	RLB	USGS	8.56	19600	Good	0.01	1.50	Submerged	MEAS
USGS	03319885	406	1950-07-12 12:00:00	CDT	Yes	RLB/MSH	USGS	4.25	3510	Good	0.00	1.30	Clear	MEAS
USGS	03319885	407	1950-08-18 09:10:00	CDT	Yes	RLB/MSH	USGS	4.56	4550	Good	0.00	1.00	Clear	MEAS
USGS	03319885	408	1950-09-15 14:00:00	CDT	Yes	Mil/Ken	USGS	14.14	32000	Good	-0.21	1.50	Submerged	STOR
USGS	03319885	409	1950-09-29 12:35:00	CST	Yes	Bar/Leh	USGS	4.45	3940	Good	-0.01	1.70	Clear	MEAS
USGS	03319885	410	1950-10-26 14:50:00	CST	Yes	RLB/MSH	USGS	5.31	7640	Good	-0.01	1.20	Clear	MEAS
USGS	03319885	411	1950-11-29 09:05:00	CST	Yes	MSH	USGS	7.32	14600	Good	-0.18	2.00	Clear	MEAS
USGS	03319885	412	1951-01-04 09:45:00	CST	Yes	RLB	USGS	13.73	29700	Good	0.22	1.00	Submerged	MEAS
USGS	03319885	413	1951-02-14 08:50:00	CST	Yes	MSH	USGS	24.04	45300	Good	0.02	2.00	Submerged	STOR
USGS	03319885	414	1951-03-14 08:50:00	CST	Yes	RLB	USGS	19.95	28400	Good	0.00	1.90	Submerged	MEAS
USGS	03319885	415	1951-04-18 09:30:00	CST	Yes	RLB	USGS	8.96	14600	Good	-0.09	1.50	Submerged	MEAS
USGS	03319885	416	1951-05-23 09:20:00	CDT	Yes	RLB	USGS	3.76	2390	Good	0.01	1.20	Clear	MEAS
USGS	03319885	417	1951-07-13 13:35:00	CDT	Yes	MSH/JW	USGS		4630	Good	0.02	1.50		MEAS
USGS	03319885	418	1951-08-09 09:25:00	CDT	Yes	MSH/JW	USGS	8.22	1380	Fair	0.01	1.40	Clear	MEAS
USGS	03319885	419	1951-09-12 08:40:00	CDT	Yes	MSH	USGS	7.99	1070	Fair	0.00	1.30	Clear	MEAS
USGS	03319885	420	1951-10-18 09:25:00	CST	Yes	MSH	USGS	8.09	717	Fair	0.00	1.30	Clear	MEAS
USGS	03319885	421	1951-11-27 13:30:00	CST	Yes	MSH	USGS	18.17	39200	Good	0.11	1.90	Submerged	MEAS
USGS	03319885	422	1951-12-18 10:10:00	CST	Yes	RLB	USGS	26.67	56600	Good	0.00	2.00	Submerged	STOR
